诃子,诃子,檀香,高山辣根菜,野姜
杏仁,麻黄,甘草
杏仁,皂角,半夏,黑牵牛,巴豆
贝母,杏仁,紫菀,葶苈,桑白皮
贝母,杏仁,牛蒡,葶苈,苏子
栝楼,浮石,当归,半夏,香附
紫菀,饴糖,白酒,天门冬
杏仁,防风,黄芩,桑白皮,麦门冬
白葡萄干,沙棘膏,甘草,栀子,木香
冰糖,粳米,乌梅
贝母,麦冬,杏仁,沙参,柏仁
杏仁,半夏,桑白皮,茯苓,枳壳
桑白皮,地骨皮,甘草
杏仁,半夏,枳壳,茯苓,前胡
官桂,五味子,半夏,茯苓,芍药
杏仁,百部,远志,桔梗,陈皮流浸膏
麻黄,半夏,五味子,桂枝,干姜
麻黄,半夏,芍药,五味子,桂枝
麻黄,半夏,五味子,桂枝,干姜
钩藤,天南星,茯苓,桔梗,陈皮
杏仁,牛蒡,防风,薄荷,枳壳
饴糖,白萝卜汁
麻黄,半夏,生姜,石膏,甘草
贝母,百部,羊胆干膏,甘草,白及
贝母,麦冬,薏仁,茯苓,五味子
贝母,杏仁,紫菀,百部,葶苈
贝母,麦冬,百部,沙参,茯苓
罂粟壳,半夏,肉桂,甘草
牛蒡,生鸡内金,于术,玄参,山药
信砒,豆豉
贝母,杏仁,半夏,款冬花,犀角
紫菀,桔梗,白茅根,朴消,木通
贝母,紫菀,款冬花
紫菀,杏仁,麻黄,桂心,五味子
杏仁,五味子,桑白皮,麻黄,紫苏
半夏,紫苏,当归,生姜,厚朴
贝母,杏仁,百部,款冬花,秦艽
薏仁,料酒葱姜,大米,食盐味精,猪肺
贝母,鸡蛋
麦冬,紫菀,杏仁,半夏,款冬花
紫菀,百部,枳壳,五味子,桔梗
