苦楝皮,雄黄,槐皮
牛蒡,黄酒,蝉蜕
地肤子,荆芥,白茅根,木通,甘草
白鲜皮,五加皮,生草,僵蚕,白芷,地骨皮
白鲜皮,威灵仙,丹皮,黄连,猪苓,泽泻
白鲜皮,威灵仙,丹皮,黄连,猪苓,泽泻
蛇床子,大风子仁,枯矾,丹参,核桃仁,川椒
轻粉,雄黄,栀子,朱砂
自然铜,硼砂
75,酒精,破故纸
轻粉,枯矾,凡土林,白及末,密陀僧末
蛇床子,苦参,百部,雄黄,狼毒
白蔹面,祛湿药膏
白鲜皮,威灵仙,全虫,苦参,丹皮,黄柏
炉甘石,冰片,熊胆,麝香,螵蛸,珍珠
蛇床子,槿皮,苦参,薄荷
苏叶,侧柏叶,白蒺藜
米醋,全虫,斑蝥,皮硝,乌梅肉
蛇床子,槿皮,轻粉,百部,樟脑,丹参
槿皮,轻粉,海桐皮,雄黄,巴豆,斑蝥
槿皮,轻粉,海桐皮,雄黄,巴豆,斑蝥
炉甘石,丹参,梅片,麝香,珠子,硼砂
冰片,黄柏,青黛
凡士林,羊毛脂,青黛面,巴豆,白降丹
芥菜花1味
白花蛇
黑参,丹皮,红花,僵蚕,地黄,地黄
地榆,大黄粉,麻油50毫升
黄柏,薄荷,石膏
蛇床子,大风子仁,百部,花椒,土荆皮,侧柏叶
槿皮,米醋,花椒,大枫子肉,鲜凤仙花,皂荚
枯矾,麝香7厘,黄丹,龙骨
丹参,雄黄
枯矾,铜青
雄黄,白矾
槿皮,斑蝥,千金子
蛇床子,槿皮,米醋,百部,轻粉,丹参
白鲜皮,苦参,地肤子,丹参,玄参,茜草
轻粉,东丹,朱砂
蛇床子,苦参,升麻,秦艽,茵芋,石南
轻粉,樟丹,枯矾,五倍子,上官粉
冰片,黄柏,甘石粉,滑石,薄荷
轻粉,东丹,飞辰砂
马齿苋,蒲公英,如意草,白矾
五倍子末,雄黄,枯矾末,克
新米糠
蛇床子,轻粉,黄柏,丹参,藁本,白矾
炉甘石,丹参,熊胆,梅片,麝香,黄连
胡椒
橄榄核
凡士林,羊毛脂,黑豆馏油
氧化锌,黑豆油,15,5
白蔹
凡士林,京红粉,羊毛脂,黑豆油,利马锥
蜂蜜,蜈蚣,老黑醋,五倍子
五倍子末,蜂蜜,蜈蚣,黑醋
轻粉,黄柏,蛤粉
蛇床子,白鲜皮,明矾,百部,枯矾,丹参
蛇床子,白鲜皮,明矾,轻粉,百部,枯矾
醋,皂矾,黄精,大黄,藿香
醋,皂矾,黄精,大黄,藿香
牛蒡,威灵仙,苦参,荆齐穗,川芎,胡麻子
赤芍,白及,红花,防风,当归
红信,棉子油,黄蜡
片脑,熟炉甘石,干胭脂粉,枯白矾,麝香
丹参,苦参,威灵仙,赤芍,荆芥,红花
地榆,槐角,当归,防风,黄芩,枳壳
水银,红矾,丹参,胡桃,大风子,枣仁
冰片,樟丹,官粉,五倍子,松香
蛇床子,枯矾,川椒,雄黄,桃仁,五倍子
扁蓄,楮桃叶,金钱草
轻粉,京红粉,元明粉
苦参,乌蛇,细辛,茯苓,秦艽,白蒺藜
牛蒡,浮萍,丹皮,荆芥,金银花,僵蚕
牛蒡,丹皮,荆芥,紫背浮萍,金银花,僵蚕
轻粉,冰片,枯矾,樟脑,滑石,升华硫磺
枯矾,六一散
桃仁,荆芥,红花,防风,当归
水银,大风子肉,红砒,胡桃仁
江子,斑蝥虫,炸枯,文火化开,将药放入,去滓
葱白,川椒,菖蒲,艾叶
白鲜皮,黄柏,槐枝,黄连,生草,白僵蚕
白藓皮,大青叶,青黛,丹皮,赤芍,黄柏
白鲜皮,大青叶,丹皮,赤芍,黄柏,黄连
白鲜皮,威灵仙,皂刺,苦参,全虫,槐花
蛇床子,浮萍,白藓皮,全虫,赤芍,厚朴
蛇床子,白鲜皮,浮萍,全虫,赤芍,厚朴
凡士林,京红粉,利马锥
轻粉,黄柏,红粉,薄荷,乳香,没药
苦参,百部,樟脑,凤眼草,菊花
