半夏,白芥子,白术,薏仁,诃黎勒,芡实,熟地,益智
水牛角浓缩粉,黄芪,党参,郁金,甘松,薄荷,黄芩,珍珠
天南星,银箔,朱砂,川甜消,金箔,铁粉,麝香,雄黄
天竺黄,天南星,生龙脑,天雄,白矾,金箔,雄黄,丹参
朱砂,牙消,银箔,龙脑,金箔,雄黄,蛤粉,人参
天竺黄,天南星,茯苓,僵蚕,朱砂,麝香,全蝎,琥珀
天竺黄,升麻,真珠,朱砂,龙脑,黄芩,防风,羚羊角
百部,桔梗,元参,陈皮,麦冬,花粉,甘草
贝母,半夏,远志,陈皮,黄芩,茯苓,枣仁,甘草
半夏,天南星,远志,独活,僵蚕,黄连,白术,天麻
半夏,紫菀,葶苈,杏仁,桔梗,紫苏,陈皮,人参
半夏,缩砂仁,杏仁,桔梗,紫苏,陈皮,茯苓,五味子
半夏,杏仁,桔梗,紫苏,陈皮,茯苓,千葛,桑白皮
紫菀,牛膝,款冬花,桔梗,麦冬,天冬,生地,五味子
远志,菖蒲,辰砂,白术,茯神,丹参,茯苓,麦门冬
半夏,远志,杏仁,桔梗,菖蒲,陈皮,麦冬,茯神
银箔,朱砂,远志,白僵蚕,木香,天麻,蝉蜕,花蛇肉
天南星,黑附子,白术,白附子,茯苓
贝母,葛根,金银花,薄荷,枇杷叶,生地,小木通,桑叶
贝母,半夏,芍药,桔梗,枳实,陈皮,神曲,黄连
粳米,陈茶叶
半夏,丁香,全蝎,术香,槟榔,肉豆蔻,枳壳,砂仁
半夏,天南星,山芋,远志,天麻,菖蒲,辰砂,铁粉
天南星,白芷,二,辰砂,天麻,白附子,麝香,川芎
天南星,白芷,辰砂,天麻,白附子,麝香,川芎
半夏,天南星,辰砂,白矾
半夏,天南星,皂角,陈皮,神曲,白芷,白矾,麦糵
半夏,天南星,辰砂,白矾
半夏,天南星,辰砂,白附子,白矾
缩砂仁,桔梗,草果仁,茯苓,生姜,甘草
粳米,白糖,茶叶
半夏,茱萸,陈皮,黄连,神曲,苍术,茯苓,砂仁
半夏,茱萸,陈皮,黄连,苍术,茯苓
山芋,牛膝,柏子仁,陈皮,枸杞,肉苁蓉,沉香,地黄
灵脂,牙皂,二丑,沉香,大黄,香附
半夏,柴胡,陈皮,生姜,甘草
贝母,半夏,芍药,柴胡,桔梗,夏枯草,黄连,龙胆草
半夏,柴胡,山栀,薄荷,丹皮,苏叶,红花,生地
贝母,葶苈,蜂蜜,桑白皮,麻黄
贝母,杏仁,白糖,桔梗,枇杷叶,杨梅香精,薄荷5厘,柠檬酸5厘
贝母,桔梗,薄荷,枇杷叶
贝母,蜂蜜,杏仁
半夏,牛膝,薏仁,白蒺藜,白蔻,钩藤,菊花,赤芍
