半夏,白芥子,白术,薏仁,益智,诃黎勒,熟地,肉桂
水牛角浓缩粉,党参,黄芪,甘松,郁金,薄荷,珍珠,川芎
天南星,银箔,朱砂,川甜消,金箔,铁粉,脑子,生犀末
天竺黄,生龙脑,天南星,金箔,天雄,雄黄,丹参,腻粉
银箔,金箔,牙消,朱砂,龙脑,蛤粉,人参,雄黄
天竺黄,天南星,僵蚕,朱砂,全蝎,麝香,雄黄,丹参
天竺黄,升麻,龙脑,朱砂,真珠,麝香,丹参,黄芩
百部,桔梗,元参,陈皮,麦冬,花粉,甘草
贝母,半夏,远志,陈皮,瓜蒌,黄芩,茯苓,枣仁
半夏,天南星,远志,僵蚕,白附子,辰砂,天麻,陈皮
半夏,紫菀,葶苈,杏仁,桔梗,陈皮,紫苏,五味子
半夏,杏仁,缩砂仁,桔梗,紫苏,陈皮,五味子,枳壳
半夏,杏仁,桔梗,陈皮,紫苏,前胡,千葛,茯苓
紫菀,款冬花,牛膝,桔梗,五味子,麦冬,天冬,生地
半夏,远志,杏仁,桔梗,陈皮,麦冬,菖蒲,茯神
银箔,远志,金箔,朱砂,白僵蚕,白附子,真珠末,天麻
天南星,白附子,黑附子,白术,茯苓
贝母,桑叶,金银花,小木通,薄荷,葛根,枇杷叶,竹叶
贝母,半夏,芍药,桔梗,枳实,陈皮,苍术,川芎
陈茶叶,粳米
半夏,丁香,全蝎,术香,枳壳,肉豆蔻,砂仁,槟榔
半夏,天南星,山芋,远志,白附子,辰砂,天麻,铁粉
天南星,白附子,辰砂,天麻,二,麝香,川芎,白芷
天南星,白附子,辰砂,天麻,麝香,川芎,白芷
半夏,天南星,辰砂,白矾
半夏,天南星,陈皮,皂角,神曲,麦糵,白矾,白芷
半夏,天南星,辰砂,白矾
半夏,天南星,白附子,辰砂,白矾
缩砂仁,桔梗,草果仁,生姜,茯苓,甘草
茶叶,粳米,白糖
半夏,茱萸,陈皮,苍术,神曲,茯苓,砂仁,黄连
