半夏,白芥子,肉豆蔻,熟地,薏仁
水牛角浓缩粉,党参,郁金,黄芪,草决明
天南星,腻粉,朱砂,川甜消,金箔
天竺黄,天南星,腻粉,生龙脑,天雄
朱砂,金箔,银箔,牙消,龙脑
天竺黄,天南星,雄黄,僵蚕,朱砂
天竺黄,升麻,真珠,朱砂,龙脑
百部,桔梗,陈皮,元参,麦冬
贝母,半夏,瓜蒌,远志,陈皮
半夏,天南星,地黄,独活,远志
半夏,桑白皮,葶苈,紫菀,杏仁
半夏,桑白皮,缩砂仁,杏仁,枳壳
半夏,桑白皮,杏仁,桔梗,紫苏
紫菀,牛膝,桔梗,款冬花,五味子
远志,茯神,辰砂,白术,菖蒲
半夏,菖蒲,远志,杏仁,茯神
远志,朱砂,金箔,银箔,蝉蜕
天南星,黑附子,白术,白附子,茯苓
贝母,金银花,葛根,竹叶,薄荷
贝母,半夏,芍药,桔梗,陈皮
陈茶叶,粳米
半夏,肉豆蔻,丁香,全蝎,术香
半夏,天南星,铁粉,山芋,人参
天南星,白芷,辰砂,二,川芎
天南星,白芷,辰砂,川芎,白附子
半夏,天南星,白矾,辰砂
半夏,天南星,麦糵,皂角,陈皮
半夏,天南星,白矾,辰砂
半夏,天南星,白附子,白矾,辰砂
缩砂仁,桔梗,草果仁,生姜,茯苓
粳米,白糖,茶叶
半夏,茱萸,陈皮,黄连,苍术
半夏,茱萸,陈皮,黄连,苍术
山芋,黄耆,陈皮,牛膝,五味子
半夏,柴胡,陈皮,生姜,甘草
贝母,半夏,芍药,桔梗,柴胡
半夏,丹皮,柴胡,山栀,苏叶
贝母,桑白皮,葶苈,蜂蜜,麻黄
贝母,尼泊金,薄荷5厘,杨梅香精,苯甲酸
贝母,薄荷,桔梗,枇杷叶
贝母,杏仁,蜂蜜
半夏,牛膝,薏仁,白蔻,钩藤
龙脑,七十五,三十,两细辛,桔梗
1,150克,12千克,09千克,780克
桔梗,龙脑,薄荷,细辛,川芎
苏合香,丁子香,吃力伽,熏陆香,诃梨勒皮
贝母,猪脱氧胆酸,青礞石,人工竺黄,沉香
贝母,粳米,冰糖
贝母,砂糖,粳米
贝母,瓜蒌,桔梗,陈皮,花粉
贝母,紫菀,杏仁,百部,甘草
贝母,杏仁,款冬花,知母,五味子
贝母,柴胡,杏仁,百合,人参
贝母,紫菀,杏仁,桔梗,甘草
紫菀,黄耆,五味子,地黄,桑白皮
半夏,胆南星,当归,远志,黄芪
半夏,沙参,紫菀,杏仁,桔梗
盐,缩砂仁,白檀,白芷,薄荷
缩砂仁,四,桔梗,三,薄荷
缩砂仁,桔梗,薄荷,川芎,防风
缩砂仁,桔梗,薄荷,川芎,防风
鸡苏叶,盐,缩砂仁,瓜蒌根十,甘草
鸡苏叶,盐,缩砂仁,瓜蒌根,甘草
鸡苏叶,盐,缩砂仁,瓜蒌根,甘草
蓬莪荗,陈皮,京三棱,枳实,槟榔
杏仁,百部,麻黄
朱砂,熊胆,梅片,麝香5厘,丹参5厘
紫菀,葶苈,杏仁,黄芩,北细辛
贝母,肉豆蔻,柴胡,辰砂,上肉桂
贝母,熟地,当归,桔梗,元参
贝母,地黄,地黄,桔梗,麦冬
牵牛,轻粉,甘遂末,雷丸末,龙脑
贝母,木通,蝉蜕,黄芩,麦冬
生龙脑,朱砂,人参,茯苓,麦门冬
贝母,地黄,玄参,诃黎勒皮,知母
半夏,干姜,白术,甘草,人参
天南星,五灵脂,白僵蚕,全蝎,地龙干
天南星,远志,菖蒲,人参,辰砂
天竺黄,天南星,檀香,人参,山药
天竺黄,胆南星,雄黄,僵蚕,辰砂
天竺黄,雄黄,郁金,白矾
半夏,生姜,杏仁,茶叶,瓜蒌霜
贝母,天南星,黄芩,杏仁,枳壳
