丹参
粳米
乳香
薄荷,连翘
白酒
黄柏,乳香
艾曲,椒目
葱,油
香油,白蜡,冰片面
葶苈,没药,大戟
辅料
车前子
粳米
赤小豆,葱
大腹子,紫苏
蟾酥,没药,枯矾,血竭
蟾酥,枯矾,没药
花椒,铜绿
菖蒲,秦艽
粳米
冰片
紫苏,葶苈
桑白皮,人参
续随子,甘遂
板蓝根,连翘
白胶香
酒炒破故纸,煨三棱,煨莪术,橘核
冰片
西丹参,西瓜霜,西月石
瓜制枪消,大梅片
西月石,梅冰
冰片
人中白,青鱼胆,人指甲,马勃,硼砂
瓜制枪消,大梅片
紫荆皮,赤豆
川紫荆皮,木蜡
白芷,辛夷,冰片粉,液状石腊
蒲公英,赤芍
乳香,没药,自然铜,五倍子,赤芍
乳香
鲜败酱草
蓖麻子
黑丑
铅丹,麝香
鲫鱼
硼砂,食盐
蓖麻子
油,油
乳香,没药,白蜡
冰片
冰片
冰片
阿飞勇,李子树胶
紫苏
乳香,没药
板蓝根
黄蘖,寒水石
白蜡,乳香,没药
木鳖子,血竭,没药,硼砂,香油
木鳖子,金银花,没药,血竭
黄丹,赤小豆
芙蓉叶
冰片
黄柏,寒水石
无名异,黄柏,木鳖子
九里明,一点红
黄丹,乳香
大戟,甘遂
杏仁
冰片
冰片
冰片
冰片
冰片
冰片
梅片,硼砂
冰片
冬瓜皮
冰片
冰片
三七,赤芍,血竭,乳香,没药,姜黄,自然铜,土鳖虫
血竭,没药,马钱子
乳香,土鳖虫,三七,没药,血竭,赤芍
乳香,没药
银花,没药
芥菜花1味
麻黄素,葡萄糖粉
核桃仁
核桃仁
乳香,没药
白胶香,乳香
白芷
十,一十
滑石,地黄,木通,栀子
桑白皮
紫苏
芙蓉叶
官桂,山柰
瓜子
瓜子
葶苈
蒲公英,银花
白酒
白酒
银花,蒲公英
冰片,木鳖子
冰片,银花
香油
贝母
海浮石,胖大海
马钱子
犀角屑,秦皮
黄柏
粳米
炒白芍,黄苓
芙蓉叶
芙蓉叶,冰片
芙蓉叶,冰片
绿豆,泽兰,秦皮,连翘
绿豆,泽兰,秦皮,连翘
赤芍,穿山甲,夏枯草
蒲公英
肿节风浸膏
银花
两背针,50,食用乙醇,高粱酒
金银花
太子参,车前子
连翘
抱鸡蛋壳
葶苈
白酒
冬瓜皮
梅片,硼砂
冰片
冰片
金银花
没药,乳香
牛蒡
蒲公英,没药
岗梅,金钱风,山芝麻,毛冬青
赤芍
甘草
冰片
铜绿,甘石,胆矾,新针
金银花,赤芍
冰片
五倍子
银花
黄柏,青盐,赤小豆
赤芍,金银花
赤芍,银花
食盐
冬瓜皮,生姜皮
零陵香,清油
甘遂,大戟
黄柏
枯矾,五倍子
冰片
马钱子
连翘,茵陈,贝母
粳米
冬瓜皮
橘核,乳香
金银花
白酒
75,酒精
冰片
赤芍
枯矾,冰片
冰片
冰片
血竭
白芷
木鳖子,油
琥珀,人参,砂仁,桑白皮
熊胆,梅片,儿茶
乳香,没药,黑丑
獾油
獾油
乳香,没药
冰片
冰片
乳香,三七
血竭,没药,冰片
活蚯蚓数条,用纱布蘸透此液,贴敷患处
车前子,茯苓皮,泽兰
乳香,没药,金银花
姜黄,白芷
赤芍
槐角
乳香,没药
五倍子
冰片
赤芍,乳香,没药
灵脂,甘遂,葶苈,红芽大戟
葶苈,大戟
化毒散
没药,乳香
枯矾,五倍子
鸡蛋
冬瓜
野菊花,贝母
蒲公英
黄柏,郁金
淮地
冰片
猪蹄
干蟾皮不拘多少
明雄,川军
山菊花
叶子雌黄
金刚莲,马钱子霜,三七
金刚莲,马钱子霜,三七
冰片
京红粉,元明粉
芙蓉叶
冰片
蟾酥
银花,蒲公英
银花
金银花,蒲公英
白菊花
羌活,独活,柴胡,前胡,荆芥,甘草
花椒
硇砂,郁李仁
香油
金银花
车前子
乌药,橘核,川军
没药,血竭
花椒
马钱子
没药
自然铜,没药,木鳖子
小黄米面,皂角末
冰片
薄荷,鸡内金
木鳖子,白胶香,葱,乳香,没药
乌药,穿山甲
白芷
蒲公英,赤芍
车前子,官桂
珠粉,西瓜霜
白果,地肤子
羌活,黄柏
昆布,海藻,木通
紫苏,乳香,没药
薄荷,黄柏
乳香,没药
冰片
没药
乳香,没药
醋2500毫升
大独活,西秦艽,广地龙
或,9克,9克,3克
鸡蛋
冰片
冰片
粳米
冬瓜
蛇床人,黄丹
冰片
银花
蒲公英
赤芍,银花
金银花,赤芍
连翘,人参,荠苨,桑白皮
鲜萝卜缨
粳米
白糖
葶苈
蟾酥,乳香
蟾酥,血竭,没药
血竭,蟾酥
血竭,蟾酥
昆布,海石,天葵子
赤芍
木鳖子,自然铜,乳香,没药
赤芍,黄柏,玄胡,紫苏,葱
黄柏
冬瓜皮
西丹参,蟾酥
冰片
麻黄
芙蓉叶
大麻子仁
大米
葶苈
冰片
车前子,生姜皮
蒲公英
白芷,紫草茸
银花
金银花
