苦楝皮
牛蒡
地肤子
白鲜皮,生草
白鲜皮
白鲜皮
枯矾,蛇床子,丹参
轻粉
自然铜
75
轻粉,枯矾
苦参,蛇床子
祛湿药膏
威灵仙,白花蛇,苦参,全虫,白鲜皮
冰片,炉甘石
蛇床子,苦参,槿皮
苏叶
全虫,米醋
槿皮,蛇床子,轻粉
槿皮,轻粉
槿皮,轻粉
炉甘石,丹参
冰片
凡士林
芥菜花1味
白花蛇
黑参
地榆
黄柏
土荆皮,蛇床子
花椒,槿皮,米醋
枯矾
丹参
枯矾
雄黄
槿皮
米醋,蛇床子,丹参,槿皮,轻粉
丹参,苦参,白鲜皮
轻粉
苦参,蛇床子
枯矾,轻粉
冰片
轻粉
马齿苋
五倍子末
新米糠
蛇床子,丹参,轻粉
炉甘石,丹参
胡椒
橄榄核
凡士林
氧化锌
白蔹
凡士林
蜈蚣,蜂蜜
五倍子末
轻粉
枯矾,白鲜皮,丹参,蛇床子
枯矾,白鲜皮,丹参,轻粉,蛇床子
黄精,皂矾
黄精,皂矾
威灵仙,苦参,牛蒡
红花,赤芍
棉子油
枯白矾,熟炉甘石
丹参,苦参
地榆
水银
冰片
枯矾,蛇床子
扁蓄
轻粉
苦参,乌蛇
浮萍,牛蒡
牛蒡
轻粉,枯矾,冰片
枯矾
桃仁,红花
水银
江子,文火化开,炸枯,去滓
葱白
白鲜皮
青黛,黄柏,白藓皮,赤芍
白鲜皮
皂刺,苦参,白鲜皮
蛇床子,浮萍
白鲜皮,蛇床子,浮萍
凡士林
轻粉
苦参
苦参,蛇床子,苏叶,枯矾
苦参,蛇床子
糠馏油,氧化锌
糠馏油
地榆
白鲜皮
苦参
胆草
水银,轻粉
苦参,蛇床子
丹参
丹参
丹参
白鲜皮
炉甘石,氧化锌
槐花,浮萍
浮萍,丹参
浮萍,白鲜皮
马齿苋
青黛,黄柏
冰片
乌梢蛇,白鲜皮
赤芍,丹皮
苦参,赤芍
马齿苋
水银
水银
蛇床子,苦参
蛇床子,苦参
土荆皮,枫子肉
轻粉
白酒
氧化锌,凡士林
白酒
枯矾,五倍子末
牛蒡
苦参等量
冰片
蛇床子
蜈蚣
乌梢蛇
蝉衣,银花
丹参
轻粉,枯矾,水银
土荆皮,蛇床子
轻粉
苦参,牛蒡,白鲜皮
蛇床子,丹参
苦参
枯矾,蛇床子
蛇床子,枯矾
水银
银花,乌梢蛇
槿皮,白鲜皮,苦参,蛇床子
轻粉,冰片
鬼箭羽,蝉衣
桃仁,红花,赤芍
苦参,枯矾,水银,轻粉
苦参
苦参,地肤子
桃仁,皂刺,山甲
