山药
山药,白术
白术
白术
神曲
白术
苍术
砂仁
青盐,扁豆,芡实
巴戟,锁阳,韭子,熟地
山药,巴戟
赤小豆,葱
白术
赤小豆
白术
缩砂仁
苍术
苍术
苍术
苍术
苍术
苍术
精羊肉
精羊肉
党参,白术
苍术,扁豆,山药,党参
白术
使君子
茯苓,陈皮
苍术,山药,砂仁,神曲,山楂
仙灵脾,韭子,葫芦巴
白术
葛根
白术,山楂
山楂,薏仁,淡竹叶
白术
茯苓,大麦芽,陈曲
延胡素,斑猫,川苦楝子,荆三棱,肉豆蔻
白术,山药
白术,山药
白术
党参
白术,砂仁,党参
白术
白术
白术,山药,苍术
青盐
党参,白术,砂仁,神曲,山药
党参,白术
白术
神曲,山药
白豆蔻,陈皮,木香
苡米
白术,山药
干柿不拘多少
上好片术
白术
白术
白术
白术
白术
白术
白术
白术
粳米
粳米
白术,砂仁
苍术
枣仁,红豆蔻,草豆蔻
白术
白术
白术
山药,扁豆
党参,山药,扁豆
山药,扁豆,砂仁
扁豆,山药,粳米
扁豆,山药
茯苓,山萸
白术,山药,扁豆
玫瑰花,菟丝子,韭子
白术,山楂,神曲
厚朴,肉豆蔻
削术,白盐,椒子
红糖
白术
白术
白术,神曲,砂仁
蜂王浆
橘子,盐
山药
白术
白术
白术
白术
苍术
苍术
苍术
良姜
白术
白术
枣仁,陈皮
枣仁
白术,山楂
神曲,白术
良姜
山药,白术,扁豆,神曲
白术,山楂
白术,山楂
冬瓜皮,扁豆
白藓皮,冬瓜皮,扁豆
赤小豆,白术
粳米
党参
白术
党参
白术
山栀
党参,白术,山药
陈皮,茯苓
陈皮
白术
白术,神曲
熟地,酒白芍,旱莲草
匾蓄,菟丝子
党参,白术
柿饼
白术
白术
茯苓
米粉,白糖等份
粳米
粳米
粳米
鸡肝
白术
白术
白术
粳米
山楂,扁豆,砂仁,苍术,白术,赤小豆
苍术
山药,白术
山药,党参,扁豆,白术
神曲
党参,白术,山药,扁豆,粳米
神曲
白术,神曲
白术,扁豆,神曲,山楂
神曲,白术
山药,神曲,扁豆
白术
神曲
山楂,神曲,白术
白术,山药,神曲
白术
白术
苍术
丁皮,草豆蔻
白术
白芍,紫菀,五味子
冬青,山萸,巴戟
党参,白术,砂仁
白术,使君子,苍术,党参,砂仁
蓍草,七叶一枝花
党参
黄芪
苍术,白术,山药,扁豆
苍术,白术,山药,扁豆
党参
佛手柑
白术
神曲,砂仁
神曲
神曲,白术,砂仁
神曲,白术
山药
苍术
厚朴,真芦荟,芜荑
白术,砂仁
党参,白术
白术
党参,白术
苍术
白术
白术
白术
白术,党参
白术
白术
党参,白术
白术,山药
山楂,神曲,白术
白术
龟版,五倍子,茯苓
白术
红糖
马料豆
苍术
炒白芥子,木香,陈皮,茯苓
黄豆
黄芪,赤小豆
冬瓜皮,茯苓皮,黄芪
赤小豆
白术
白术
马钱子
麦芽
厚朴,薏仁,白蔻
冬瓜皮
茴香
粳米
胡萝卜
白术,山药,扁豆
粳米
砂仁,山药
神曲
茯苓皮,山药
白术,山楂,神曲
白于术
茵陈,板蓝根,猪胆粉,绿豆
白术
神曲
白术
干生姜,陈皮
厚朴,陈皮
砂仁,神曲,扁豆,神曲
神曲
神曲
白术,神曲
炉甘石,赤石脂,青黛
鸡内金
粳米
白术,山楂,山药
山楂,白术,苍术,神曲,麦芽
砂仁
白术,神曲
白术,砂仁
白术
白术,山药
白术
山楂
白术
白术
党参,白术,山药,神曲
白术
白术,山药
诃子,石榴子,草豆蔻
诃子,石榴子,草豆蔻
巴戟,盐花
诃子,神曲
青盐
苍术,扁豆
良姜
白术,神曲
韭菜,牛奶
神曲
木香,陈皮,厚朴
薏仁,白术,神曲
白术
白术
白术
白术
党参,山药,白术,砂仁
党参,山药,白术,砂仁
白术
白术
白术
党参,白术
白术
白术
山药
山药,白术,生黄耆
菟丝子,芡实
白术
白术
白术,山楂,神曲
白术,神曲
白术,神曲
建莲肉
白术
白术
白术
白术,山楂
党参,白术
神曲
白术
黄芪
山药,扁豆
党参,白术
白术
党参,白术
白术,神曲,山楂
白术
党参,白术
白术
白术
白术
白术
白术,砂仁
白术
苍术
苍术
党参,砂仁,扁豆
党参,山药,砂仁
苍术
党参,白术,山药
白术,砂仁
白术,砂仁,扁豆
白术,神曲
党参,白术
白术,山药
白术
党参,草豆蔻,苍术
厚朴,良姜,诃子
白术,山药,扁豆
白术
扁豆,山药,白术
扁豆,山药,白术
党参,扁豆,神曲,山药
白术
党参,白术
白术,神曲,山楂,山药,党参
山楂,山药,神曲
白术,山药,扁豆,神曲,砂仁
苍术
党参,白术
白术
党参,白术
党参,白术
白术
苍术,神曲
白术
白术
苍术,白术,神曲,山楂
党参,白术,山药
党参,白术,山药,扁豆
白术
白术,神曲,山药
白术
白术,神曲
白术,山楂,神曲
白术,山药,神曲
白术,砂仁,山药
山药,白术,苍术,扁豆
白术,神曲
艾
丹参
山药,扁豆
白术,党参
蒸饼
神曲,砂仁,苍术
山楂,白术,砂仁,神曲
白术,山楂
山药,扁豆,砂仁
白术
白术,神曲
白术,山楂
粳米
白术
党参,白术,山药
粳米
粳米
白术,扁豆,山药,神曲
粳米
扁豆,山药,山楂,神曲
山楂,苍术
熟地,或加肉桂
白术,神曲,砂仁,山药
白术,山楂,神曲,山药
白术
白术
白术
白术
麦芽,山楂,神曲
仙灵脾,陈皮,黑豆皮,生姜,黄酒
柿饼
白术
荜澄茄,片子姜黄
荜澄茄,片子姜黄
山柰,诃子,碱花
山柰,诃子,碱花
白术
党参,白术
白术
香茹,木香,檀香,厚朴
白术
白术
山药,白术
白术
白术
白术
白术
白术
神曲,山楂
神曲,山楂,砂仁,白术
扁豆
神曲
粳米
白术
党参,白术
黄芪
山药
白术,山药,党参
白术
白术
苍术,白术
白术,扁豆
白术
白术,山药,神曲
白术,山药
丁香3O克,茯苓,3O克
白术,山药,砂仁
白术
缩砂仁,肉豆蔻
白术
白术
砂仁
砂仁
扁豆
山药,白术
白术
白术
山药,白术,扁豆
白术,山药
芡实米
赤小豆,神曲
白术,山药
白术,山药
白术
山药
粳米
白术
白术
山药
党参,白术
白术
白术
苍术
党参,山药,苍术,于术,砂仁,白术
白术,扁豆
白术,砂仁
苍术
白术
白术
白术
山药,黄芪
赤小豆
陈米,30屯,肉豆蔻
白术,山药,神曲,砂仁
鲜土豆
猪脊骨
党参,白术
白术
党参,白术,山药
白术
党参,白术,神曲
白术,山药
