苦楝皮
牛蒡
地肤子,荆芥
白鲜皮,五加皮,生草
威灵仙,黄连,茜草,白鲜皮,丹皮
威灵仙,黄连,茜草,白鲜皮,丹皮
枯矾,蛇床子,丹参
雄黄,轻粉
自然铜
75,酒精
轻粉,枯矾
苦参,蛇床子
白蔹面
威灵仙,川芎,白花蛇,苦参,黄柏,全虫,丹皮,荆芥,白鲜皮
麝香,熊胆,冰片,炉甘石
蛇床子,苦参,槿皮
苏叶
全虫,米醋
槿皮,蛇床子,丹参,轻粉
槿皮,轻粉
槿皮,轻粉
炉甘石,丹参
冰片
凡士林
芥菜花1味
白花蛇
丹皮,黑参,红花
地榆
黄柏
土荆皮,蛇床子,大风子仁,百部,花椒
花椒,槿皮,米醋
枯矾,麝香7厘
丹参
枯矾
雄黄
槿皮
米醋,百部,蛇床子,丹参,槿皮,轻粉
玄参,丹参,苦参,白鲜皮,地肤子
轻粉
升麻,苦参,蛇床子
枯矾,轻粉
冰片
轻粉
马齿苋
五倍子末
新米糠
蛇床子,丹参,轻粉
炉甘石,丹参
胡椒
橄榄核
凡士林
氧化锌
白蔹
凡士林
蜈蚣,蜂蜜
五倍子末
轻粉
枯矾,明矾,百部,雄黄,白鲜皮,丹参,蛇床子
枯矾,明矾,百部,白鲜皮,丹参,轻粉,蛇床子
黄精,皂矾,醋
黄精,皂矾,醋
威灵仙,苦参,川芎,牛蒡
红花,赤芍,白及
红信
麝香,片脑
丹参,威灵仙,苦参
槐角,地榆
丹参,水银
冰片
雄黄,枯矾,蛇床子
金钱草,楮桃叶
轻粉
苦参,细辛,乌蛇
荆芥,浮萍,金银花,牛蒡,丹皮
荆芥,金银花,牛蒡,丹皮,紫背浮萍
轻粉,枯矾,樟脑,冰片
枯矾
荆芥,桃仁,红花
水银
文火化开,去滓
葱白
白鲜皮
大青叶,黄柏,川军,白藓皮,黄连,赤芍
川军,白鲜皮,黄连,赤芍
全虫,皂刺,槐花,苦参,威灵仙,白鲜皮
全虫,赤芍,白藓皮,蛇床子,浮萍,陈皮
全虫,赤芍,白鲜皮,蛇床子,浮萍,陈皮
凡士林
黄柏,轻粉,红粉
苦参,樟脑
苦参,蛇床子,苏叶,枯矾
苦参,明矾,蛇床子
糠馏油,氧化锌
糠馏油
地榆
柴胡,白鲜皮
苦参,威灵仙
胆草
水银,轻粉
明矾,苦参,蛇床子
丹参
丹参
丹参
地肤子,白鲜皮,荆芥
氧化锌
槐花,黄连,浮萍
浮萍,白藓皮,丹参,陈皮
浮萍,白鲜皮,陈皮,丹参
马齿苋
青黛,黄柏
冰片
乌梢蛇,黄柏,白鲜皮
荆芥,赤芍,丹皮
荆芥,苦参,赤芍,川芎
瓦松,马齿苋,川文蛤
水银
水银
蛇床子,苦参,威灵仙
威灵仙,蛇床子,苦参
土荆皮,枫子肉
轻粉
地肤子,白酒
氧化锌,凡士林
白酒
枯矾,五倍子末
茯苓皮,地肤子,牛蒡,赤芍
黄柏,苦参等量
冰片
蛇床子
蜈蚣
银环蛇,乌梢蛇
乌蛇,蝉衣,荆芥,黄连,银花
茯苓,荆芥,丹皮,僵虫,丹参
轻粉,枯矾,水银
土荆皮,蛇床子,大风子仁,百部,花椒
轻粉
赤芍,苦参,玄参,牛蒡,白鲜皮
蛇床子,丹参
藜芦,苦参,槐枝
枯矾,雄黄,蛇床子
蛇床子,枯矾,樟脑,雄黄
水银
茯苓皮,地肤子,银花,乌梢蛇
槿皮,槟榔,百部,海桐皮,白鲜皮,苦参,蛇床子,千金子,地肤子,蜈蚣
轻粉,冰片,蜂白蜡
赤芍,鬼箭羽,地龙,蝉衣
荆芥,桃仁,红花,赤芍
苦参,明矾,枯矾,丹参,枫子肉,水银,轻粉
苦参,明矾
苦参,白藓皮,地肤子,柴胡
山甲
