苦楝皮
牛蒡
地肤子
白鲜皮
威灵仙,白鲜皮
威灵仙,白鲜皮
枯矾,蛇床子,丹参
轻粉
自然铜
75,酒精
轻粉,枯矾
苦参,蛇床子
白蔹面
威灵仙,白花蛇,苦参,白鲜皮
冰片,炉甘石
蛇床子,苦参,槿皮
苏叶
米醋
槿皮,蛇床子,丹参,轻粉
槿皮,轻粉
槿皮,轻粉
炉甘石,丹参
冰片
凡士林
芥菜花1味
白花蛇
黑参,僵蚕
地榆
黄柏
土荆皮,蛇床子
槿皮,米醋
枯矾
丹参
枯矾
雄黄
槿皮
米醋,蛇床子,丹参,槿皮,轻粉
丹参,苦参,白鲜皮,地肤子
轻粉
苦参,蛇床子
枯矾,轻粉
冰片
轻粉
马齿苋
五倍子末
新米糠
蛇床子,丹参,轻粉
炉甘石,丹参
胡椒
橄榄核
凡士林
氧化锌
白蔹
凡士林
蜈蚣
五倍子末,蜈蚣
轻粉
枯矾,白鲜皮,丹参,蛇床子
枯矾,白鲜皮,丹参,轻粉,蛇床子
黄精,皂矾,醋
黄精,皂矾,醋
威灵仙,苦参,牛蒡
红花,赤芍
红信,棉子油
干胭脂粉,片脑,熟炉甘石
丹参,威灵仙,苦参
地榆
水银
冰片
枯矾,蛇床子
楮桃叶
轻粉
苦参
浮萍,牛蒡
僵蚕,牛蒡
轻粉,枯矾,冰片
枯矾
桃仁,红花
水银
斑蝥虫,将药放入,炸枯,滤清
葱白
白鲜皮
青黛,黄柏,白藓皮
白鲜皮
槐花,苦参,威灵仙,白鲜皮
白藓皮,蛇床子,浮萍
白鲜皮,蛇床子,浮萍
凡士林
轻粉
苦参
苦参,蛇床子,苏叶,枯矾
苦参,蛇床子
糠馏油,氧化锌
糠馏油
地榆
白鲜皮
苦参,威灵仙
胆草
水银,轻粉
苦参,蛇床子
丹参
丹参
丹参
地肤子,白鲜皮
氧化锌
槐花,浮萍
浮萍,丹参
浮萍,白鲜皮,丹参
马齿苋
青黛,黄柏
冰片
乌梢蛇,白鲜皮
赤芍,丹皮,蝉蜕
苦参
马齿苋
水银
水银
蛇床子,苦参
蛇床子,苦参
土荆皮,枫子肉
轻粉
地肤子,白酒
氧化锌,凡士林
白酒
枯矾,五倍子末
地肤子,牛蒡
苦参等量
冰片
蛇床子
蜈蚣
乌梢蛇,豨草
乌蛇,蝉衣,银花
僵虫,丹参
轻粉,枯矾,水银
土荆皮,蛇床子
轻粉
苦参,牛蒡,白鲜皮
蛇床子,丹参
苦参
枯矾,蛇床子
蛇床子,枯矾
水银
地肤子,乌梢蛇
槿皮,白鲜皮,苦参,蛇床子,地肤子,蜈蚣
轻粉,冰片
地龙,蝉衣
僵蚕,桃仁,红花,赤芍
苦参,枯矾,枫子肉,水银,轻粉
苦参
苦参,白藓皮,地肤子
桃仁,皂刺,山甲
