当归,川芎,红花,威灵仙
桃仁,红花,地龙,牛膝
赤芍,地龙,桃仁,红花
当归,黄芪,党参,川断,羌活
当归,桂枝,牛膝,木瓜,蜈蚣
地龙,桃仁,当归
乳香,没药,地龙
丹参,生地,熟地,鸡血藤
红花,草乌,红花
红花,木瓜
蜈蚣,生地,川芎,赤芍,白芍,当归,丹参
当归,鸡血藤,赤芍,牛膝
当归,红花,桃仁
桂枝,威灵仙
桂枝,红花,赤芍
桂枝,赤芍
桂枝,赤芍
地龙,威灵仙,当归
赤芍,红花
白芍,桂枝,生地,牛膝
白芍,桂枝,生地,当归
当归,红花
当归,赤芍,川芎,丹参,生地
川芎,当归,桂枝,木瓜,丹参
赤芍,防风
赤芍,红花
乳香,没药,牛膝,红花,防风
杜仲,木鳖子,桃仁,山甲,川芎,防风,全蝎,天南星,当归,羌活,川乌,香附,地龙,生地,川断,蜈蚣
红花,没药,当归,丹皮,生地,乳香
赤芍,红花
赤芍,当归
威灵仙,桃仁,当归,红花
防风,当归,桂枝
桃仁,当归,赤芍
栀子,防风,良姜,海风藤,威灵仙,牛膝,熟地,桃仁,柴胡,白鲜皮,全虫,枳壳,白芷,甘草,黄连,细辛,白芍,玄参,猪苓,前胡,麻黄,桔梗,僵蚕,升麻,地丁,大黄,木通,陈皮,川乌,生地,香附,双花,知母,薄荷,当归,杜仲,白术,泽泻,青皮,黄柏,杏仁,黄芩,穿山甲,白蒺藜,天麻,苦参,乌药,羌活,半夏,茵陈,贝母,加皮,续断,山药,桑白皮,白及,苍术,独活,荆芥,芫花
白芥子,当归,丹参
羌活,防风,天麻,川芎,当归
当归,川芎,丹参
丹参,桂枝
当归,桃仁
桃仁,赤芍
牛膝,鸡血藤,蜈蚣
地龙,威灵仙,木瓜
生地,牛膝,白芍,丹参,红花
牛膝,熟地,秦艽,木瓜,当归,防风,羌活
当归,秦艽,熟地,白芍,羌活,防风,木瓜,牛膝
牛膝,威灵仙,当归
丹参,赤芍
当归,川芎,牛膝,木瓜,川乌,羌活,防风,乌药,鹿角霜
赤芍,丹参,红花
当归,白芍,川芎,木瓜,牛膝,乳香
丹参,木瓜,牛膝
生地,当归,白芍,川芎,防风,羌活
川芎,牛膝,地龙
丹参,白芍,当归
桂枝,川芎,蜈蚣
威灵仙,丹参,当归,桂枝
白芍,威灵仙,当归,川芎
当归,鸡血藤,赤芍,威灵仙,桂枝
木瓜,牛膝,威灵仙,当归
当归,川芎,乌药,羌活,防风
当归,桃仁,红花
赤芍,桃仁,桂枝
当归,桃仁,红花,赤芍
桃仁,牛膝,红花
生地,当归,川芎,赤芍,桃仁,红花
蜈蚣,赤芍,川芎,木瓜
赤芍,红花
红花,赤芍
羌活,当归,熟地,白芍,蜈蚣,川芎
赤芍,牛膝
红花,威灵仙,桃仁,桂枝
赤芍,当归,红花,牛膝
丹参,红花,桃仁
当归,红花,木瓜
鸡血藤,牛膝,丹参,当归,白芍
天麻,防风,川芎,当归
羌活,牛膝,当归
丹参,赤芍
赤芍,地龙,牛膝
当归,赤芍,桃仁,红花,牛膝
丹参,川芎,地龙,威灵仙
生地,桃仁
川芎,丹参,桂枝
当归,川芎,羌活,防风
桂枝,赤芍,木瓜
桂枝,当归,地龙,赤芍,川芎,防风,五灵脂,乳香
赤芍,当归,鸡血藤,牛膝
桂枝,生地,丹参
当归,白芍,木瓜
川芎,羌活,防风,地龙,乳香,没药
桃仁,红花,赤芍
蕲蛇肉,全蝎,地龙,僵蚕,穿山甲,豹骨,麝香,水牛角浓缩粉,丹参,龟甲,朱砂,天麻,防风,羌活,白芷,川芎,葛根,麻黄,肉桂,细辛,黑附子,油松节,寄生,骨碎补,威灵仙,萆薢,当归,赤芍,片姜黄,血竭,三七,乳香,没药,人参,黄芪,白术,茯苓,甘草,天竺黄,何首乌,地黄,玄参,黄连,大黄,陈皮,青皮,沉香,檀香,藿香,丁香,冰片,乌药,豆蔻,草豆蔻,香附,尖,20g,40g,5g
当归,红花,桃仁,丹参,鸡血藤,地龙,牛膝,威灵仙,木瓜
