荆芥,防风,独活,麻黄
当归
蝎梢
红花,刘寄奴,威灵仙,白芥子
桃仁,红花,地龙,五灵脂
酒炒破故纸,山萸,橘核,荔枝核
王不留行
75,酒精
赤芍,地龙,桃仁,红花
当归,黄芪,党参,鹿角霜,伸筋草
桂枝
樟丹
山甲,蜈蚣,皂刺
桂枝,木瓜,干地龙
桂枝
白酒
地龙,白酒
地龙,桃仁
淡干姜,蜈蚣
地龙
江米酒
白芥子,橘核,鸡血藤
鸡血藤,蒲公英
党参,鸡血藤
红花,红花
红花,木瓜
芎劳,防己
桂枝
钩藤,蜈蚣,赤芍,白芍,当归
赤小豆,鸡血藤,赤芍
瓜蒌根,红花,桃仁
桂枝,威灵仙
王不留行,刘寄奴
鸡血藤
桂枝
桂枝,红花,赤芍
桂枝,赤芍
桂枝,赤芍
地龙,威灵仙,当归
茜草,干地龙,五灵脂
赤芍,红花
党参,桂枝
桂枝
黄芪,当归
明矾,蛇床子,白凤仙花,陈米醋
红花
黄芪,当归,赤芍
桂枝,干地龙,木瓜
赤芍,片姜黄,伸筋草
赤芍,红花
三七,红花,透骨草
木鳖子,桃仁,山甲,地龙,川断,蜈蚣
红花,当归,钩藤,刘寄奴
当归
当归
地龙
赤芍,红花
赤芍,当归,刘寄奴
威灵仙,桃仁,红花
茜草,刘寄奴
防风,当归,桂枝
桃仁,赤芍
木瓜
金铃子,元胡,吴萸,香缘皮,煅瓦楞
海风藤,威灵仙,桃仁,白芍,双花
白芥子,橘络,当归,片姜黄,透骨草,鸡血藤膏
天麻,官桂
羌活,天麻,川芎,天南星,当归
茜草
桂枝
白芍,当归
杭白芍,蜈蚣
桃仁
党参,牛膝
威灵仙
鹿角霜,桃仁,赤芍
鸡血藤,蜈蚣
地龙,五灵脂,威灵仙,木瓜,赤小豆
牛膝,白芍,丹参,红花
牛膝,木瓜,锁阳
白芍,锁阳,木瓜,牛膝
瓜蒌根
海桐皮,威灵仙,当归
党参,赤芍
地龙,乌梢蛇
五灵脂,地龙
当归,牛膝,木瓜,鹿角霜
桃仁
赤芍,红花
木瓜
茜草,王不留行,木瓜
当归,白芍,大力子
地龙
甲珠
党参
乌头
乌梢蛇,桂枝
威灵仙,桂枝
威灵仙
党参
鸡血藤,赤芍,威灵仙,桂枝,蜈蚣,橘络
木瓜,五灵脂,威灵仙
当归,川芎,乌药,羌活
桃仁,红花
赤芍,桃仁,路路通,桂枝
桃仁,红花,赤芍
桃仁,红花
赤芍,桃仁,红花,白芥子
蜈蚣,赤芍,木瓜
真辽人参,柿霜饼
野芋头等量
党参,牛膝
路路通,赤芍,红花,白酒
红花,蒲公英,赤芍
党参,当归,黄芪,蜈蚣
鸡血藤,木瓜,白酒
当归,黄芪
大豆,赤芍,干地龙
红花,威灵仙,桃仁,桂枝
赤芍,红花
红花,桃仁
九香虫,五灵脂,三七
橘络,蒲公英
红花,木瓜,透骨草
鸡血藤
蝎梢
天麻,羌活,当归
金铃子,赤芍
赤芍,地龙,鸡血藤,蜈蚣
乌梢蛇,鸡血藤
乌梢蛇
赤芍,桃仁,红花
刘寄奴,地龙,威灵仙
桃仁
三七,桂枝
当归,蚯蚓
桂枝,木瓜,甲珠
老君髯,白花草
晚蚕沙,赤小豆
桂枝,当归,官桂,地龙,赤芍,五灵脂
赤芍,党参,鸡血藤
鹿角霜,甲珠
党参,桃仁
桂枝
川芎,当归
夜交藤,白糖
木瓜
地龙
赤芍,佛手
5条
当归,乳香,没药
桃仁,红花
地龙,龟甲,寄生,威灵仙,赤芍,片姜黄,三七,黄芪
红花,桃仁,鸡血藤,地龙,蜈蚣,威灵仙,木瓜
