苦楝皮
牛蒡
地肤子
白术,白鲜皮,生草
威灵仙,黄连,白鲜皮,丹皮
威灵仙,黄连,白鲜皮,丹皮
枯矾,蛇床子,丹参
轻粉
自然铜
75,酒精
轻粉,枯矾
苦参,蛇床子
白蔹面
威灵仙,川芎,牛膝,白花蛇,苦参,全虫,白鲜皮
冰片,炉甘石
蛇床子,苦参,槿皮
苏叶
米醋
槿皮,蛇床子,丹参,轻粉
槿皮,轻粉
槿皮,轻粉
炉甘石,丹参
冰片
凡士林
芥菜花1味
白花蛇
丹皮,黑参,僵蚕
地榆
黄柏
土荆皮,蛇床子,茱萸
槿皮,米醋
枯矾
丹参
枯矾
雄黄
槿皮
米醋,蛇床子,丹参,槿皮,轻粉
玄参,苦参,白鲜皮,地肤子
轻粉
升麻,苦参,蛇床子
枯矾,轻粉
冰片
轻粉
马齿苋
五倍子末
新米糠
蛇床子,丹参,轻粉
炉甘石,丹参
胡椒
橄榄核
凡士林
氧化锌
白蔹
凡士林
蜈蚣,蜂蜜
五倍子末,蜂蜜
轻粉
枯矾,白芷,白鲜皮,丹参,蛇床子
枯矾,白芷,白鲜皮,丹参,轻粉,蛇床子
皂矾,醋
皂矾,醋
威灵仙,苦参,川芎,牛蒡
红花,赤芍,白及
红信
枯白矾,片脑
丹参,苦参
槐角,地榆
水银
冰片
枯矾,桃仁,蛇床子
金钱草
轻粉
苦参,乌蛇
浮萍,甘草,牛蒡
牛蒡,甘草
轻粉,枯矾,冰片
枯矾
桃仁,红花
水银
斑蝥虫,江子,将药放入,去滓
葱白
白鲜皮
青黛,黄柏,白藓皮,黄连,丹皮,赤芍
白鲜皮,黄连,丹皮
皂刺,苦参,白鲜皮
蛇床子,浮萍
白鲜皮,蛇床子,浮萍
凡士林
轻粉
苦参
苦参,蛇床子,苏叶,枯矾
苦参,蛇床子
糠馏油,氧化锌
糠馏油
地榆
白鲜皮
苦参
胆草
水银,轻粉
苦参,蛇床子
丹参
丹参
止痒药膏
地肤子,白鲜皮
炉甘石,氧化锌
浮萍
浮萍
浮萍,白鲜皮
马齿苋
青黛,黄柏
冰片
乌梢蛇,白鲜皮
赤芍,丹皮,栀子
苦参,赤芍,川芎
马齿苋,甘草
水银
水银
蛇床子,苦参
蛇床子,苦参
土荆皮,枫子肉
轻粉
地肤子,白酒
氧化锌,凡士林
白酒
枯矾,五倍子末
桑白皮,地肤子,牛蒡
苦参等量
冰片
蛇床子
蜈蚣
乌梢蛇,七叶莲
乌蛇,蝉衣
丹皮,僵虫,丹参
轻粉,水银,枫子肉
土荆皮,蛇床子,茱萸
轻粉
玄参,牛蒡,白鲜皮
蛇床子,丹参
苦参
枯矾,蛇床子
蛇床子,枯矾
水银
白芷,地肤子,乌梢蛇
槿皮,槟榔,白鲜皮,苦参,蛇床子,地肤子,蜈蚣
轻粉,冰片
白术,蝉衣
僵蚕,甘草,桃仁,红花,赤芍
枯矾,枫子肉,水银,轻粉
苦参
苦参,地肤子
桃仁,皂刺
