甘草,55
当归,46
川芎,38
乳香,35
陈皮,32
白芷,30
没药,27
防风,25
柴胡,20
茯苓,19
红花,18
木香,16
羌活,16
赤芍,15
黄芩,15
黄连,14
苍术,14
地黄,14
香附,13
芍药,13
人参,13
牛膝,13
半夏,12
白术,12
大黄,12
独活,11
麻黄,11
白芍,11
薄荷,10
栀子,10
枳壳,10
续断,9
川乌,9
细辛,9
乌药,9
三七,9
连翘,9
草乌,9
厚朴,9
丁香,9
黑附子,8
杏仁,8
茴香,8
沉香,8
荆芥,8
麝香,7
桂枝,7
玄参,7
茱萸,7
肉桂,7
杜仲,7
丹皮,7
桃仁,7
生地,7
干姜,6
苏木,6
归尾,6
威灵仙,6
骨碎补,6
藿香,6
泽泻,6
冰片,6
青皮,6
黄柏,6
石膏,6
雄黄,6
川楝,6
贝母,6
丹参,5
天南星,5
五灵脂,5
血竭,5
菊花,5
轻粉,4
五味子,4
银花,4
艾叶,4
槟榔,4
樟脑,4
僵蚕,4
黄耆,4
木通,4
龙胆草,4
草决明,4
山药,4
肉苁蓉,4
升麻,4
滑石,4
熟地,4
天麻,4
白蒺藜,4
赤石脂,4
羚羊角,4
知母,4
车前子,4
五加皮,4
破故纸,4
菖蒲,4
麦门冬,4
枣仁,4
阿胶,4
萆薢,4
桔梗,4
枳实,4
菟丝子,3
夏枯草,3
苏木末,3
元胡,3
地骨皮,3
桂心,3
川断,3
穿山甲,3
皮硝,3
石斛,3
辰砂,3
桂,3
蝉蜕,3
茯神,3
决明子,3
高良姜,3
青黛,3
芎藭,3
龙骨,3
金银花,3
玄胡索,3
自然铜,3
胆矾,3
全蝎,3
落得打,3
三棱,3
鳖甲,3
延胡索,3
远志,3
木瓜,3
郁金,3
山栀,2
藁本,2
磁石,2
猪牙皂角,2
川山甲,2
常山,2
白及,2
五倍子,2
螵蛸,2
牙皂,2
马钱子,2
蒲黄,2
良姜,2
竹茹,2
玄胡,2
牵牛子,2
白豆蔻,2
萹蓄,2
透骨草,2
豉,2
军姜,2
朱砂,2
黄芪,2
百合,2
莲肉,2
缩砂仁,2
秦艽,2
蚕砂,2
肉豆蔻,2
水杨酸甲酯,2
枯矾,2
草豆蔻,2
何首乌,2
紫苏,2
丁公藤,2
地鳖虫,2
砂仁,2
莪术,2
花粉,2
松香,2
颠茄流浸膏,2
紫荆皮,2
密陀僧,2
贯众,2
归身,2
蓬莪术,2
粉草,2
桑枝,2
硼砂,2
干胭脂,2
巴豆,2
蝉退,2
漏芦,2
刘寄奴,2
朴消,2
铜绿,2
地丁,2
蜈蚣,2
土鳖虫,2
防己,2
地龙,2
食盐,2
甘松,2
木贼,2
神曲,2
葱白,2
丁皮,2
枸杞,2
蔓荆子,2
猪牙皂,2
寒水石,2
生姜,2
黄精,2
山楂,2
